8338296,0
8339376,0
8340019,0
8340885,0
8340943,0
8341069,0
8341324,0
8343069,0
8344220,0
8344665,0
8344891,0
8344935,0
8345335,0
8345627,0
8346022,0
8346327,0
8347234,0
8347379,0
8347423,0
8347621,0
8347705,0
8347744,0
8348079,0
8348110,0
8348116,0
8348224,0
8348525,0
8348935,0
8349005,0
8349059,0
8349175,0
8349249,0
8349416,0
8349556,0
8350390,0
8350440,0
8350461,0
8350596,0
8350951,0
8351636,0
8353107,0
8353525,0
8353627,0
8353954,0
8353970,0
8354434,0
8354473,0
8354615,0
8354689,0
8354750,0
8354771,0
8354787,0
8355211,0
8355371,0
8355406,0
8355608,0
8355675,0
8355999,0
8356151,0
8356292,0
8356612,0
8356654,0
8356664,0
8356693,0
8358242,0
8358244,0
8358428,0
8358925,0
8358969,0
8359312,0
8359726,0
8359858,0
8360528,0
8360597,0
8360760,0
8360849,0
8361045,0
8361224,0
8361296,0
8361434,0
8361611,0
8361691,0
8361827,0
8362543,0
8362723,0
8362976,0
8363033,0
8363119,0
8363642,0
8363730,0
8363902,0
8363943,0
8364235,0
8364245,0
8364296,0
8364428,0
8364610,0
8364862,0
8364890,0
8365088,0
8365741,0
8366892,0
8367292,0
8367954,0
8368179,0
8368873,0
8369252,0
8369298,0
8369578,0
8369726,0
8369964,0
8370153,0
8370650,0
8370757,0
8370938,0
8371029,0
8371195,0
8371220,0
8371267,0
8371291,0
8371314,0
8371327,0
8371712,0
8371827,0
8372303,0
8372624,0
8372699,0
8373089,0
8373094,0
8373345,0
8373782,0
8373789,0
8373812,0
8373874,0
8374522,0
8374641,0
8374726,0
8374904,0
8375044,0
8375280,0
8375572,0
8375784,0
8376076,0
8376307,0
8377324,0
8377613,0
8377815,0
8377943,0
8378015,0
8378175,0
8378203,0
8378254,0
8378447,0
8378475,0
8378691,0
8378813,0
8378826,0
8378882,0
8378889,0
8378932,0
8379491,0
8379644,0
8379683,0
8379994,0
8380255,0
8380273,0
8380641,0
8381004,0
8381089,0
8381200,0
8381255,0
8381723,0
8381917,0
8381954,0
8382013,0
8382080,0
8382608,0
8382700,0
8382980,0
8383058,0
8383089,0
8383252,0
8383378,0
8383490,0
8383571,0
8383651,0
8384377,0
8384889,0
8385060,0
8385209,0
8385372,0
8385404,0
8385488,0
8385786,0
8385907,0
8386095,0
8386121,0
8386234,0
8386276,0
8386336,0
